	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002970759241183211	0.0	0.0	0.004601527315449383	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005092730127742647	0.0	0.0	0.009105149794399843	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037821153762552713
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae	0.0	0.0	0.0	0.0	0.0007167524597641232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae	0.0	0.0	0.0	0.0	0.0	0.001987025889778505	0.0	0.0	0.0	0.0	0.0029693782864212807	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Tannerellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000556235398820781	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae	0.0011163337250293772	0.0004414231482298932	0.0	0.00043414554729473057	0.003453443669772594	0.011863713400736369	0.0	0.0020580709756368894	0.0	0.0009761066078173408	0.23581812557995668	0.01373704996851926	0.008517720775406305	0.0033712832983309386	0.0017823762117984612
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004515929477265698	0.003205311659321161	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae	0.0	0.0	0.0	0.0	0.004495992702156774	0.0	0.0	0.0	0.0	0.0	0.00018558614290133005	0.012306107263465172	0.004846289406696691	0.0005526693931690063	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae	0.0	0.0	0.0	0.0	0.0016941421776242914	0.0031558646484717433	0.0	0.0	0.0	0.00012731825319356617	0.002907516238787504	0.0383492644954496	0.004601527315449383	0.0	0.006260053036560449
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__MWH-CFBk5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058404716876182	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000686852498425963	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae	0.0	0.004899796945351814	0.0	0.002550605090356542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007184702111197082	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Blattabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006632032718028076	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004121114990555778	0.0025944781672214605	0.001215872664971814	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae	0.0	0.0	0.0	0.0	0.0020199387502443473	0.0	0.0	0.0	0.0001338389471336159	0.00021219708865594363	0.0012991030003093103	0.029935321389731553	0.006559624045427844	0.0009948049077042114	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.001527614571092832	0.00048556546305288247	0.0	0.005643892114831497	0.008731348146217502	0.012565016655952312	0.0008148714031066972	0.0037267771720992326	0.0004907428061565915	0.006323473241947121	0.13857098669965975	0.14269360654799382	0.13691991384374388	0.23062893776942633	0.0009563969916967352
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group	0.0	0.0	0.0	0.0	0.002801850524532482	0.0	0.0	0.0	0.0	0.0	0.0	0.0033197870757254878	0.0002447620912473076	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae	0.00011750881316098707	0.0	0.006408345752608048	0.037553589840994196	0.0	0.0	0.0	0.03799087773945934	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000989792762140427	0.002346746036288707	0.0005874290189935383	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Lentimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006296147902237994	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae	0.0	0.0	0.002309985096870343	0.0	0.0	0.0	0.0	0.004060518411391701	0.0	0.0	0.0	0.0	0.0	0.0016027412401901182	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;__;__	0.0	0.0	0.0	0.0	0.0014335049195282465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006632032718028076	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Ignavibacteriales;D_4__Melioribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011748580379870766	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010568472577594838	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006174212926910669	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured bacterium;D_4__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016130826565802648	0.0	0.0	0.0	0.0006296147902237994	0.0	0.0	0.0016519584402034516
D_0__Bacteria;D_1__Cloacimonetes;D_2__Cloacimonadia;D_3__Cloacimonadales;D_4__MSBL8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002056001566477384	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Coleofasciculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.895241824946152e-05	0.0006632032718028076	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae	0.0	0.0	0.0	0.0	0.004495992702156774	0.0	0.0	0.0	0.0	0.0	0.0	0.0007440902066281266	4.895241824946152e-05	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Phormidiaceae	0.0	0.0	0.0	0.00010853638682368264	0.0014986642340522579	0.0	0.0	0.0	0.0	0.0	0.0004330343334364367	0.04624806822734818	0.0	0.0	0.0002608355431900187
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Xenococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006632032718028076	0.004216841281571969
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007612615190887757	0.0	0.0006632032718028076	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Oxyphotobacteria Incertae Sedis;D_4__Unknown Family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002873880844478833	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Nodosilineaceae	0.0	0.0	0.0	0.005155478374124925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Phormidesmiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014881804132562532	0.0	0.0022659445119929257	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae	0.0019388954171562867	0.0030899620376092524	0.00022354694485842027	0.002387800510121018	0.020264546816967485	0.023376775173864765	0.02928444104914693	0.0006674824785849371	0.001249163506580415	0.0	0.001546551190844417	0.001087516455841108	0.0009790483649892304	0.0016027412401901182	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;__;__	0.0	0.0	0.0	0.0	0.0033231250407245714	0.0	0.0	0.0	0.0	0.0	0.00024744819053510673	0.0	0.0028392402584687683	0.0018238089974577207	0.0008259792201017258
D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae;D_3__Babeliales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008013279148302902	0.0	0.0	0.0
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae	0.0	0.00035313851858391455	0.0	0.0005426819341184132	0.0	0.0	0.0	0.0008899766381132495	4.461298237787196e-05	0.002970759241183211	0.003278688524590164	0.000686852498425963	0.11474446837673781	0.0005526693931690063	0.0007390340390383863
D_0__Bacteria;D_1__Fibrobacteres;D_2__Chitinivibrionia;D_3__Chitinivibrionales;D_4__Chitinivibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006007342307264434	0.0	0.0	0.0	0.0	0.003084002349716076	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae	0.0	0.0	0.0	0.0031475552178867965	0.006320453508829087	0.012155923090409679	0.0	0.006674824785849371	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XI	0.0	0.0	0.004619970193740686	0.0	0.0	0.0	0.0018334606569900688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae	0.0	0.0	0.0	0.0	0.002867009839056493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004728000889976638	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae	0.0	0.011079721020570319	0.0	0.010256688554838009	0.002215416693816381	0.005142890538250248	0.0	0.030592946935142952	0.002453714030782958	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae	0.0	0.0	0.0	0.0007054865143539371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae	0.0	0.0007062770371678291	0.0	0.0	0.002215416693816381	0.0	0.0	0.004561130270330404	0.0	0.0	0.0032168264769563875	0.0	0.0	0.0014369404222394164	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009456001779953276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae	0.0	0.0	0.0	0.00369023715200521	0.0	0.0	0.0	0.0	0.000981485612313183	0.0	0.0	0.0	0.0	0.0	0.0006955614485067165
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	0.0	0.0	0.0	0.0	0.0	0.0	0.001578813343519226	0.0	0.0	0.0	0.0	0.00526586915459905	0.0	0.0007184702111197082	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004895241824946152	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Defluviitaleaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001028000783238692	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000607936332485907	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004895241824946152	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.0	0.0	0.0	0.0	0.002606372580960448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	0.0	0.0	0.0	0.0024420687035328595	0.0	0.0	0.0	0.0012793414172877961	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0010185892538833714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia;D_3__Longimicrobiales;D_4__Longimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.003157626687038452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__Kiritimatiellales;D_4__Kiritimatiellaceae	0.0012338425381903642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__WCHB1-41;D_4__uncultured organism	0.004289071680376028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004292828115162269	0.0	0.0	0.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;D_3__Lentisphaerales;D_4__Lentisphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012793414172877961	0.0	0.0	0.005691308382307455	0.0005723770820216359	0.0012727628744859997	0.0	0.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004948963810702135	0.0	0.00014685725474838457	0.0	0.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__Oligosphaerales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008321911102408459	0.0	0.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__P.palmC41;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004579016656173087	0.005727432935186998	0.0	0.0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);__;__;__	0.0	0.0	0.0	0.0	0.0026715318954844596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Absconditabacteriales (SR1);__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008811435284903074	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__JGI 0000069-P22;D_4__uncultured bacterium	0.0	0.00013242694446896795	0.0	0.0	0.0	0.0	0.0	0.0021693180554010457	0.0	0.0030556380766455886	0.006495515001546551	0.005723770820216359	0.09584883493244566	0.0003868685752183044	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__uncultured bacterium;D_4__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011135168574079803	0.004350065823364432	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006296147902237994	0.0016154298022322303	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Campbellbacteria;D_4__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.186204763377668e-05	0.0020033197870757253	0.0005384766007440767	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000686852498425963	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005723770820216359	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.002805213020863772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007737371504366088	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;__	0.0	0.0	0.0012667660208643815	0.0013024366418841918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005723770820216359	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured planctomycete;D_4__uncultured planctomycete	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001545418121458417	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011447541640432718	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured bacterium;D_4__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011606057256549132	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004407303531566596	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla3 lineage;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009395379683873107	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae	0.010869565217391304	0.008651893705305906	0.05909090909090909	0.0005969501275302545	0.0	0.00672082286248612	0.01930226636108989	0.00439425965068417	0.005175105955833147	0.0008912277723549633	0.0005567584287039901	0.00017171312460649075	0.000930095946739769	0.006189897203492871	0.011302873538234143
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0038197097020626434	0.0	0.0	0.0	0.0008042066192390969	0.014252189342338732	0.0	0.0023212114513098264	0.002130156936051819
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Gimesiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016687061964623428	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Rubinisphaeraceae	0.0	0.0	0.0	0.0	0.0005864338307161009	0.0	0.0	0.0	0.0	0.0	0.00012372409526755336	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030336828016952933	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Azospirillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018888443706713983	0.0	0.0	0.0
