	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli	0.0	0.011785998057738148	0.004619970193740686	0.017799967439083953	0.013618296735518343	0.017298813628659926	0.0018334606569900688	0.047502503059294696	0.003435199643096141	0.0	0.0032168264769563875	0.0	0.0	0.0014369404222394164	0.0006955614485067165
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	0.0	0.0	0.0	0.0024420687035328595	0.002606372580960448	0.0	0.001578813343519226	0.0012793414172877961	0.0	0.0	0.0	0.00526586915459905	0.0020070491482279225	0.0013264065436056152	0.0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0010185892538833714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.003157626687038452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae	0.005522914218566393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004292828115162269	0.0	0.0	0.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012793414172877961	0.0	0.0	0.006186204763377668	0.0005723770820216359	0.0014196201292343842	0.0	0.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004579016656173087	0.006559624045427844	0.0	0.0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);__	0.0	0.0	0.0	0.0	0.0026715318954844596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria	0.0	0.00013242694446896795	0.0	0.0	0.0	0.0	0.0	0.0021693180554010457	0.0	0.0030556380766455886	0.007609031858954531	0.01070345143380459	0.0983454082631682	0.0003868685752183044	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.186204763377668e-05	0.0032625493675233243	0.0005384766007440767	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia	0.0	0.0	0.0012667660208643815	0.0013024366418841918	0.0	0.002805213020863772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007737371504366088	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032625493675233243	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011606057256549132	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004407303531566596	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla3 lineage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009395379683873107	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia	0.010869565217391304	0.008651893705305906	0.05909090909090909	0.0005969501275302545	0.0005864338307161009	0.00672082286248612	0.023121976063152534	0.006062965847146513	0.005175105955833147	0.0008912277723549633	0.0014846891432106404	0.014423902466945223	0.000930095946739769	0.008511108654802696	0.013433030474285963
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.5345475910693303	0.6463317736382096	0.5839791356184799	0.6063927931839149	0.6485306574574835	0.5376658289988896	0.6876496052966641	0.4293581043497608	0.3978139638634843	0.06306497474854646	0.34364367460562945	0.4660866578902181	0.3886822009007245	0.5595777605836189	0.7195148458896665
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria	0.0	0.0026043965745563696	0.0	0.0033103597981223205	0.01296670359027823	0.03389632400210391	0.0	0.013627767271109134	0.000981485612313183	0.004371260026312439	0.034271574389112276	0.031137313261976992	0.037056980614842375	0.0015474743008732177	0.0053471286353953835
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.4443595769682726	0.30957005385362407	0.307451564828614	0.26244098333966465	0.2569883364827002	0.29612529951493194	0.24257703081232493	0.3969295805985093	0.5764443453044836	0.9161821499809023	0.19876275904732446	0.10039494018659492	0.1300176228705698	0.1656902840720681	0.23223057862017998
D_0__Bacteria;D_1__Proteobacteria;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008528418522122374	0.0	0.002873880844478833	0.0
D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia	0.0	0.0	0.0	0.00010853638682368264	0.0	0.0036818420898837006	0.0	0.0	0.0	0.00033951534184950983	0.0059387565728425615	0.001545418121458417	0.023399255923242608	0.0	0.0
D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes	0.0	0.0	0.0	0.0	0.0	0.03570802407807843	0.0	0.000611858938702859	0.0	0.0	0.0	0.0	0.00029371450949676914	0.0	0.0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae	0.0	0.0	0.0	0.0	0.0	0.005259774414119572	0.003972498090145149	0.0	0.0	0.0	0.005753170429941231	0.03502947741972411	0.006804386136675152	0.001658008179507019	0.0
D_0__Bacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009368726299353112	0.0	0.0	0.0	0.0	0.0	0.0
